date,precipitation
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-01,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-04,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-05,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.007266075350344181
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0006142914644442499
2019-01-06,0.0
2019-01-06,0.0038863136433064938
2019-01-06,0.008666880428791046
2019-01-06,0.0
2019-01-06,0.010087634436786175
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-06,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.027058294042944908
2019-01-07,0.0
2019-01-07,0.0403505377471447
2019-01-07,0.11416860669851303
2019-01-07,0.17148979008197784
2019-01-07,0.24380013346672058
2019-01-07,0.2378450632095337
2019-01-07,0.3429795801639557
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.0
2019-01-07,0.28762930631637573
2019-01-07,0.0
